incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
29851,2024005615,99K3,FOUND PROPERTY                                              ,2024-06-11,0758,2024-06-11,0758,1000-BLK of,E OGDEN AV,PUBLIC COMPLAIN,41.791537195539,-88.129537510323,Non-Criminal Offenses,4802,-9810535.23949586,5129803.69618514
29852,2024005615,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-06-11,0758,2024-06-11,0758,1000-BLK of,E OGDEN AV,PUBLIC COMPLAIN,41.791537195539,-88.129537510323,Non-Criminal Offenses,4803,-9810535.23949586,5129803.69618514
29853,2024005582,23C,THEFT - SHOPLIFTING                                         ,2024-06-04,1711,2024-06-10,1440,1900-BLK of,W JEFFERSON AV,THEFT,41.770102238176,-88.204061616307,Theft,4804,-9818831.22502582,5126603.84168529
29854,9024000484,290,CRIMINAL DAMAGE TO PROPERTY,2024-06-06,0000,2024-06-11,1852,1300-BLK of,WINCHESTER CT,CRIMINAL DAMAGE,41.788185024812,-88.186025714606,Criminal Damage and Trespass,4805,-9816823.47763247,5129303.20668181
29855,2024005629,99H8,SUSPICIOUS PERSON                                           ,2024-06-11,1305,2024-06-11,1305,,S WHISPERING HILLS DR/GEORGIA CT,BATTERY IN PROG,41.755813535512,-88.179364189971,Non-Criminal Offenses,4806,-9816081.92010219,5124471.38868028
29856,2024005495,220,BURGLARY                                                    ,2024-05-08,1615,2024-05-16,1955,2700-BLK of,W 75TH ST,THEFT,41.747154302946,-88.201878205373,Burglary,4807,-9818588.16883246,5123179.31158567
29857,2024005495,23C,THEFT - SHOPLIFTING                                         ,2024-05-08,1615,2024-05-16,1955,2700-BLK of,W 75TH ST,THEFT,41.747154302946,-88.201878205373,Theft,4808,-9818588.16883246,5123179.31158567
29858,2024005681,26F,IDENTITY THEFT                                              ,2024-06-12,1859,2024-06-12,1859,700-BLK of,FORT HILL DR,FRAUD,41.763892246602,-88.196045693215,Theft,4809,-9817938.89654898,5125677.00114804
29859,2024004494,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-05-11,2042,2024-05-11,2042,2800-BLK of,S ROUTE 59,DISORDERLY COND,41.712101471783,-88.205750362574,Other Criminal Offenses,4810,-9819019.21540034,5117950.72471796
29860,2024005744,99L0,LOST/FOUND ANIMAL                                           ,2024-06-11,0300,2024-06-14,1434,1300-BLK of,AURORA AV,ANIMAL CALL,41.766259514148,-88.177390524246,Non-Criminal Offenses,4811,-9815862.21263869,5126030.30497946
29861,2024005685,99N8,IMPROPER PASSING                                            ,2024-06-12,2044,2024-06-12,2044,500-BLK of,FAIRWAY DR/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Traffic,4812,-9820029.81037056,5128294.48276493
29862,2024005685,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-06-12,2044,2024-06-12,2044,500-BLK of,FAIRWAY DR/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Other Criminal Offenses,4813,-9820029.81037056,5128294.48276493
29863,2024005685,99B3,OPERATING MOTOR VEHICLE WITH SUSPENDED REGISTRATION         ,2024-06-12,2044,2024-06-12,2044,500-BLK of,FAIRWAY DR/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Traffic,4814,-9820029.81037056,5128294.48276493
29864,2024005685,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-06-12,2044,2024-06-12,2044,500-BLK of,FAIRWAY DR/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Other Criminal Offenses,4815,-9820029.81037056,5128294.48276493
29865,2024005685,99N6,TRAFFIC SIGNAL VIOLATION                                    ,2024-06-12,2044,2024-06-12,2044,500-BLK of,FAIRWAY DR/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Traffic,4816,-9820029.81037056,5128294.48276493
31962,2024006450,90G,ILLEGAL CONSUMPTION OF ALCOHOL BY MINOR                     ,2024-07-06,0000,2024-07-06,0020,1500-BLK of,AMBLESIDE CR,DOMESTIC  PHYSI,41.7563508321,-88.182250388476,Alcohol,4817,-9816403.2102501,5124551.56649552
31963,2024006349,280,POSSESSION OF STOLEN PROPERTY                               ,2024-07-02,1405,2024-07-02,1405,1700-BLK of,W OGDEN AV,PROPERTY LOST O,41.76326499835,-88.186421935169,Theft,4818,-9816867.58470378,5125583.38940579
31964,2024006349,520,UNLAWFUL POSSESSION OF  FIREARMS AND/OR FIREARM AMMUNITION  ,2024-07-02,1405,2024-07-02,1405,1700-BLK of,W OGDEN AV,PROPERTY LOST O,41.76326499835,-88.186421935169,Weapon Offenses,4819,-9816867.58470378,5125583.38940579
31965,9024000559,26F,IDENTITY THEFT,2024-07-06,1300,2024-07-07,1238,700-BLK of,ALEXANDRIA DR,IDENTITY THEFT,41.719157173594,-88.113669771197,Theft,4820,-9808768.85085631,5119002.94535402
31966,2024006467,120,STRONG ARM ROBBERY                                          ,2024-07-06,2005,2024-07-06,2005,5100-BLK of,248TH AV,THEFT IN PROGRE,41.693514802314,-88.224577228613,Robbery,4821,-9821115.01254104,5115179.43735243
31968,2024006319,99K4,TURNED IN PROPERTY                                          ,2024-07-01,1937,2024-07-01,1937,1300-BLK of,AURORA AV,PROPERTY LOST O,41.766259514148,-88.177390524246,Non-Criminal Offenses,4822,-9815862.21263869,5126030.30497946
31969,2024006407,99L0,LOST/FOUND ANIMAL                                           ,2024-07-03,0000,2024-07-04,1305,1400-BLK of,FARINGTON CT,ANIMAL CALL,41.793370762664,-88.175769078423,Non-Criminal Offenses,4823,-9815681.71411533,5130077.46452647
31970,2024006430,99J8,IMPOUNDED ANIMAL                                            ,2024-07-05,1120,2024-07-05,1120,1100-BLK of,PLANK RD,ANIMAL CALL,41.784156218979,-88.129009591494,Non-Criminal Offenses,4824,-9810476.47184063,5128701.72808074
31971,2024006520,90G,ILLEGAL POSSESSION OF ALCOHOL BY MINOR                      ,2024-07-08,1917,2024-07-08,1917,200-BLK of,S WASHINGTON ST,INTOXICATED SUB,41.771829937013,-88.147941757062,Alcohol,4825,-9812583.99087128,5126861.71649355
31972,2024006520,26C,OBSTRUCTING IDENTIFICATION                                  ,2024-07-08,1917,2024-07-08,1917,200-BLK of,S WASHINGTON ST,INTOXICATED SUB,41.771829937013,-88.147941757062,Theft,4826,-9812583.99087128,5126861.71649355
31973,2024006538,99A8,HIT AND RUN                                                 ,2024-07-09,0857,2024-07-09,0857,100-BLK of,E GARTNER RD/S WASHINGTON ST,HIT AND RUN  JU,41.75916305517,-88.147449812015,Traffic Crashes,4827,-9812529.22779915,5124971.23003103
31975,2024006570,99K3,FOUND PROPERTY                                              ,2024-07-10,0048,2024-07-10,0048,1800-BLK of,95TH ST/TAMAHAWK LN,PROPERTY LOST O,41.710063921066,-88.181474941669,Non-Criminal Offenses,4828,-9816316.88790641,5117646.88516816
31976,2024006285,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-06-30,2025,2024-06-30,2057,3000-BLK of,CEDAR GLADE DR,"SUSPICIOUS VEH,",41.709922972276,-88.200961699136,Non-Criminal Offenses,4829,-9818486.14382484,5117625.86724164
31977,2024006548,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-07-09,1201,2024-07-09,1201,400-BLK of,S MAIN ST,THEFT,41.769855810222,-88.149705980043,Criminal Damage and Trespass,4830,-9812780.38327517,5126567.06063166
31978,2024006548,23C,THEFT - SHOPLIFTING                                         ,2024-07-09,1201,2024-07-09,1201,400-BLK of,S MAIN ST,THEFT,41.769855810222,-88.149705980043,Theft,4831,-9812780.38327517,5126567.06063166
31979,2024006464,90Z,PROBATION VIOLATION                                         ,2024-07-06,1637,2024-07-06,1637,1500-BLK of,N ROUTE 59,UNWANTED SUBJEC,41.795251751129,-88.205438589332,Other Criminal Offenses,4832,-9818984.5089618,5130358.3214456
31980,2024006555,13C,TELEPHONE THREAT                                            ,2024-07-09,0032,2024-07-09,1606,1000-BLK of,S WASHINGTON ST,TELEPHONE THREA,41.755945803265,-88.141691032612,Assault/Battery,4833,-9811888.16340842,5124491.12620745
31981,2024006433,13B,DOMESTIC BATTERY                                            ,2024-06-25,0530,2024-07-05,1216,1800-BLK of,CENTRE POINT CR,DOMESTIC DELAYE,41.803670026089,-88.132603863252,Assault/Battery,4834,-9810876.58434251,5131615.38431652
31983,2024006162,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-06-27,0002,2024-06-27,0002,1600-BLK of,N ROUTE 59/W DIEHL RD,TRAFFIC STOP,41.802909872148,-88.142212166721,Drug Offenses and Narcotics,4835,-9811946.17579206,5131501.86718866
31984,2024006162,99G4,POSSESSION OF CANNABIS < 10 G                               ,2024-06-27,0002,2024-06-27,0002,1600-BLK of,N ROUTE 59/W DIEHL RD,TRAFFIC STOP,41.802909872148,-88.142212166721,Non-Criminal Offenses,4836,-9811946.17579206,5131501.86718866
31985,2024006162,99M7,LICENSE PLATE VIOLATION                                     ,2024-06-27,0002,2024-06-27,0002,1600-BLK of,N ROUTE 59/W DIEHL RD,TRAFFIC STOP,41.802909872148,-88.142212166721,Traffic,4837,-9811946.17579206,5131501.86718866
31986,2024006288,13B,SIMPLE BATTERY                                              ,2024-06-30,1500,2024-07-01,0725,100-BLK of,E BAILEY RD,CITIZEN ASSIST,41.740436252086,-88.125453236571,Assault/Battery,4838,-9810080.58022153,5122177.0056574
31987,2024006485,23C,THEFT - SHOPLIFTING                                         ,2024-06-30,1250,2024-07-07,1405,2500-BLK of,W 75TH ST,THEFT,41.747197298643,-88.198233824367,Theft,4839,-9818182.47819461,5123185.72670696
31988,2024006617,99F9,CHECK FOR WELL BEING                                        ,2024-07-11,1107,2024-07-11,1107,800-BLK of,FAIRWINDS CT,WELL BEING CHEC,41.783901513423,-88.134703853278,Non-Criminal Offenses,4840,-9811110.35416287,5128663.70320928
31990,2024006581,99T7,SEX OFFENDER REGISTRATION TRACKING                          ,2024-07-10,1200,2024-07-10,1236,100-BLK of,E BAILEY RD,INFORMATION FOR,41.740436252086,-88.125453236571,Non-Criminal Offenses,4841,-9810080.58022153,5122177.0056574
31991,2024006604,99XX,SPEEDING                                                    ,2024-07-11,0243,2024-07-11,0243,,MERIDIAN PK/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Other,4842,-9819007.73341603,5126806.00686873
32059,2024006251,13B,SIMPLE BATTERY                                              ,2024-06-29,1852,2024-06-29,1852,1200-BLK of,E OGDEN AV,BATTERY  COLD,41.795715262717,-88.12327188389,Assault/Battery,4843,-9809837.75315184,5130427.53123609
32060,2024006345,99J1,ACCIDENTAL DAMAGE TO PROPERTY                               ,2024-07-02,1324,2024-07-02,1324,100-BLK of,JACKSON AV,CITIZEN ASSIST,41.771914060809,-88.150296403375,Non-Criminal Offenses,4844,-9812846.10889984,5126874.27291465
32061,2024006604,99O5,IMPROPER LANE USAGE                                         ,2024-07-11,0243,2024-07-11,0243,,MERIDIAN PK/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Traffic,4845,-9819007.73341603,5126806.00686873
32062,2024006604,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-07-11,0243,2024-07-11,0243,,MERIDIAN PK/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Other Criminal Offenses,4846,-9819007.73341603,5126806.00686873
32064,2024006534,99C8,ASSIST STATE POLICE                                         ,2024-07-09,0830,2024-07-09,0830,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,4847,-9815862.21263869,5126030.30497946
32065,2024006686,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-07-13,1152,2024-07-13,1152,800-BLK of,E OGDEN AV,UNWANTED SUBJEC,41.787796868729,-88.134266209028,Criminal Damage and Trespass,4848,-9811061.63582781,5129245.25546341
32066,2024006686,99I8,UNWANTED SUBJECT                                            ,2024-07-13,1152,2024-07-13,1152,800-BLK of,E OGDEN AV,UNWANTED SUBJEC,41.787796868729,-88.134266209028,Non-Criminal Offenses,4849,-9811061.63582781,5129245.25546341
32067,2024006701,99J8,IMPOUNDED ANIMAL                                            ,2024-07-13,2141,2024-07-13,2141,1800-BLK of,VASSAR DR,ANIMAL CALL,41.734667022719,-88.10131523313,Non-Criminal Offenses,4850,-9807393.54996971,5121316.34373189
32068,2024006729,99C2,ASSIST CITY FIRE DEPARTMENT                                 ,2024-07-14,2333,2024-07-14,2333,2000-BLK of,SCHUMACHER LN,STRUCTURE FIRE,41.754392079552,-88.187732191187,Non-Criminal Offenses,4851,-9817013.44173652,5124259.27586067
32070,2024006662,240,MOTOR VEHICLE THEFT                                         ,2024-07-12,1738,2024-07-12,1738,1800-BLK of,CONTINENTAL AV,BURGLARY  COLD,41.780436880554,-88.208974814062,Motor Vehicle Theft,4852,-9819378.15969807,5128146.48481508
32071,2024006662,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-07-12,1738,2024-07-12,1738,1800-BLK of,CONTINENTAL AV,BURGLARY  COLD,41.780436880554,-88.208974814062,Criminal Damage and Trespass,4853,-9819378.15969807,5128146.48481508
32073,2024006714,13B,DOMESTIC BATTERY                                            ,2024-07-14,1258,2024-07-14,1258,1700-BLK of,AMELIA CT,UNKNOWN PROBLEM,41.737507371217,-88.118802205488,Assault/Battery,4854,-9809340.19082812,5121740.06133943
32074,2024006702,99J8,IMPOUNDED ANIMAL                                            ,2024-07-13,2141,2024-07-13,2141,900-BLK of,LEVERENZ RD,ANIMAL CALL,41.719315553419,-88.166793244037,Non-Criminal Offenses,4855,-9814682.52880203,5119026.56594882
32076,2024006712,13B,DOMESTIC BATTERY                                            ,2024-07-14,1117,2024-07-14,1117,900-BLK of,FAIRWAY DR,DOMESTIC  PHYSI,41.786169985699,-88.214498854296,Assault/Battery,4856,-9819993.09304405,5129002.36767607
32077,2024006690,99A1,CRIMINAL DAMAGE TO MOBILE VEHICLE                           ,2024-07-12,0745,2024-07-13,1341,,W 75TH ST/MODAFF RD,CRIMINAL DAMAGE,41.750452413953,-88.147635832361,Criminal Damage and Trespass,4857,-9812549.93548934,5123671.41474906
32078,2024006760,99A8,HIT AND RUN                                                 ,2024-07-15,1745,2024-07-15,1813,400-BLK of,E OGDEN AV,HIT AND RUN  CO,41.785808568445,-88.140425642133,Traffic Crashes,4858,-9811747.30078464,5128948.41021613
32079,2024006760,99R1,TRAFFIC CRASH PRIVATE PROPERTY                              ,2024-07-15,1745,2024-07-15,1813,400-BLK of,E OGDEN AV,HIT AND RUN  CO,41.785808568445,-88.140425642133,Traffic Crashes,4859,-9811747.30078464,5128948.41021613
32080,2024006003,99A8,HIT AND RUN                                                 ,2024-06-22,0832,2024-06-22,0909,2600-BLK of,AURORA AV,HIT AND RUN  CO,41.76297976443,-88.198309087771,Traffic Crashes,4860,-9818190.85647842,5125540.8208466
32081,2024006808,26A,FRAUD                                                       ,2024-05-01,0000,2024-07-16,2107,2100-BLK of,SKYLANE DR,FRAUD,41.726357035188,-88.200098385042,Theft,4861,-9818390.04013951,5120076.78371389
32082,9024000578,99K2,LOST PROPERTY,2024-07-10,0000,2024-07-16,0542,800-BLK of,BEAUMONT DR,LOST PROPERTY,41.756619256424,-88.20015836633,Non-Criminal Offenses,4862,-9818396.71722594,5124591.62223276
32083,9024000580,23H,THEFT - ALL OTHER LARCENY,2024-07-10,1100,2024-07-16,0824,200-BLK of,W JEFFERSON AV,THEFT - ALL OTH,41.773052675159,-88.152093679428,Theft,4863,-9813046.18075488,5127044.22551066
32084,2024006807,23C,THEFT - SHOPLIFTING                                         ,2024-07-16,1344,2024-07-16,1913,2500-BLK of,W 75TH ST,THEFT,41.747197298643,-88.198233824367,Theft,4864,-9818182.47819461,5123185.72670696
32085,2024006743,13C,TELEPHONE THREAT                                            ,2024-07-15,1030,2024-07-15,1200,200-BLK of,SHUMAN BL,DISORDERLY COND,41.803278674323,-88.150664285308,Assault/Battery,4865,-9812887.06132929,5131556.94186965
32086,2024006649,99J8,IMPOUNDED ANIMAL                                            ,2024-07-12,1036,2024-07-12,1036,1100-BLK of,MAGENTA CT,ANIMAL CALL,41.698207277235,-88.170845036897,Non-Criminal Offenses,4866,-9815133.57232001,5115879.01355226
32088,2024006791,99G1,CITIZEN ASSIST                                              ,2024-07-11,0000,2024-07-16,1435,1400-BLK of,DEEP RUN RD,CITIZEN ASSIST,41.767071015468,-88.112877996731,Non-Criminal Offenses,4867,-9808680.71092593,5126151.42083246
32089,2024006233,520,AGGRAVATED UNLAWFUL USE OF WEAPON                           ,2024-06-29,0049,2024-06-29,0049,100-BLK of,E CHICAGO AV,"SUSPICIOUS VEH,",41.771644221337,-88.145887399338,Weapon Offenses,4868,-9812355.30081554,5126833.99640199
32090,2024006233,90G,ILLEGAL TRANSPORTATION OF ALCOHOLIC LIQUOR                  ,2024-06-29,0049,2024-06-29,0049,100-BLK of,E CHICAGO AV,"SUSPICIOUS VEH,",41.771644221337,-88.145887399338,Alcohol,4869,-9812355.30081554,5126833.99640199
32091,2024006233,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-06-29,0049,2024-06-29,0049,100-BLK of,E CHICAGO AV,"SUSPICIOUS VEH,",41.771644221337,-88.145887399338,Other Criminal Offenses,4870,-9812355.30081554,5126833.99640199
32092,2024006852,290,CRIMINAL DEFACEMENT OF PROPERTY                             ,2024-07-17,2311,2024-07-17,2311,,N NAPER BL/BN RR,"SUSPICIOUS VEH,",41.783601100749,-88.110502177772,Criminal Damage and Trespass,4871,-9808416.2359692,5128618.85493804
32093,2024006836,26A,FRAUD                                                       ,2024-07-15,0000,2024-07-17,1812,1300-BLK of,HAVERHILL CR,FRAUD,41.785677064641,-88.121376945246,Theft,4872,-9809626.8095469,5128928.77755089
32094,9024000584,99D8,INFORMATION FOR POLICE,2024-07-14,2000,2024-07-18,0914,300-BLK of,W BENTON AV,INFORMATION FOR,41.775291642069,-88.154479348173,Non-Criminal Offenses,4873,-9813311.75218477,5127378.42844562
32095,2024006862,13C,AGGRAVATED ASSAULT                                          ,2024-07-18,1112,2024-07-18,1112,500-BLK of,KIOWA DR,SUBJECT WITH A,41.739389981022,-88.120104541661,Assault/Battery,4874,-9809485.16622774,5122020.91569748
32131,2024006329,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-02,0122,2024-07-02,0122,100-BLK of,W JEFFERSON AV,"SUSPICIOUS VEH,",41.772993968828,-88.15034169127,Other Criminal Offenses,4875,-9812851.15032525,5127035.46277432
32132,2024006374,99I8,UNWANTED SUBJECT                                            ,2024-07-02,2150,2024-07-02,2150,300-BLK of,S ROUTE 59,FIGHT IN PROGRE,41.766338023997,-88.205717819917,Non-Criminal Offenses,4876,-9819015.59276834,5126042.02243793
32133,9024000555,26A,FRAUD,2024-07-02,2032,2024-07-05,1357,300-BLK of,OSAGE LN,FRAUD,41.749612434207,-88.146346667552,Theft,4877,-9812406.42631925,5123546.08100402
32134,9024000555,26F,IDENTITY THEFT,2024-07-02,2032,2024-07-05,1357,300-BLK of,OSAGE LN,FRAUD,41.749612434207,-88.146346667552,Theft,4878,-9812406.42631925,5123546.08100402
32135,2024006460,99G1,CITIZEN ASSIST                                              ,2024-07-05,2000,2024-07-06,1234,700-BLK of,INLAND CR,THEFT,41.782908297947,-88.209564130267,Non-Criminal Offenses,4879,-9819443.76207793,5128515.42798563
32136,2024005060,35A,POSSESSION OF CANNABIS BY DRIVER                            ,2024-05-25,2238,2024-05-25,2238,,ODYSSEY AV/CELEBRATION DR,TRAFFIC STOP,41.808986538696,-88.206382340552,Drug Offenses and Narcotics,4880,-9819089.56686705,5132409.36015425
32137,2024005060,90Z,"RESIST, OBSTRUCT, DISARM AN OFFICER                         ",2024-05-25,2238,2024-05-25,2238,,ODYSSEY AV/CELEBRATION DR,TRAFFIC STOP,41.808986538696,-88.206382340552,Other Criminal Offenses,4881,-9819089.56686705,5132409.36015425
32138,2024005060,99P4,OTHER EQUIPMENT VIOLATIONS                                  ,2024-05-25,2238,2024-05-25,2238,,ODYSSEY AV/CELEBRATION DR,TRAFFIC STOP,41.808986538696,-88.206382340552,Traffic,4882,-9819089.56686705,5132409.36015425
32139,2024005060,99P4,IMPROPER WINDOW TINTING/TREATMENT ON WINDOWS ADJACENT TO DRI,2024-05-25,2238,2024-05-25,2238,,ODYSSEY AV/CELEBRATION DR,TRAFFIC STOP,41.808986538696,-88.206382340552,Traffic,4883,-9819089.56686705,5132409.36015425
32140,2024005060,90Z,OBSTRUCTING AN OFFICER                                      ,2024-05-25,2238,2024-05-25,2238,,ODYSSEY AV/CELEBRATION DR,TRAFFIC STOP,41.808986538696,-88.206382340552,Other Criminal Offenses,4884,-9819089.56686705,5132409.36015425
32141,2024006455,99L0,LOST/FOUND ANIMAL                                           ,2024-07-05,0515,2024-07-06,1033,700-BLK of,VIOLET CR,ANIMAL CALL,41.760241173442,-88.189468965252,Non-Criminal Offenses,4885,-9817206.77854106,5125132.1207671
32143,2024006435,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-07-04,2100,2024-07-05,1404,600-BLK of,S LOOMIS ST,BURGLARY  COLD,41.764213782158,-88.141993536495,Burglary from Mobile Vehicle,4886,-9811921.83798663,5125724.98809107
32144,2024006502,240,MOTOR VEHICLE THEFT                                         ,2024-07-06,1330,2024-07-08,0658,1500-BLK of,W OGDEN AV,STOLEN VEHICLE,41.764740316497,-88.18640825499,Motor Vehicle Theft,4887,-9816866.06183322,5125803.57019447
32145,2024006358,26F,IDENTITY THEFT                                              ,2024-04-01,0000,2024-07-02,1658,100-BLK of,N WHISPERING HILLS RD,FRAUD,41.776090329077,-88.182158615928,Theft,4888,-9816392.99417679,5127497.6485475
32146,2024006540,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-07-08,1130,2024-07-09,0930,1200-BLK of,KIMBALL CT,CRIMINAL DAMAGE,41.756242397858,-88.133518518307,Criminal Damage and Trespass,4889,-9810978.40327748,5124535.38539581
32147,2024006532,99I8,UNWANTED SUBJECT                                            ,2024-07-09,0701,2024-07-09,0701,2700-BLK of,FITNESS DR,UNWANTED SUBJEC,41.746027392861,-88.200957036197,Non-Criminal Offenses,4890,-9818485.62474885,5123011.17385319
32149,2024006557,250,FORGERY                                                     ,2024-07-09,1617,2024-07-09,1617,2800-BLK of,95TH ST,FRAUD,41.709717163681,-88.203480959965,Deception,4891,-9818766.58665751,5117595.17766808
32150,2024006563,99R3,TRAFFIC CRASH - SETTLED AT SCENE                            ,2024-07-09,1934,2024-07-09,1934,1200-BLK of,RHODES LN,TELEPHONE HARAS,41.75170397321,-88.169438326562,Traffic Crashes,4892,-9814976.97804182,5123858.16349513
32151,2024006563,99I4,NEIGHBORHOOD TROUBLE                                        ,2024-07-09,1934,2024-07-09,1934,1200-BLK of,RHODES LN,TELEPHONE HARAS,41.75170397321,-88.169438326562,Non-Criminal Offenses,4893,-9814976.97804182,5123858.16349513
32152,2024006484,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-07-06,1700,2024-07-07,1325,1700-BLK of,BROOKDALE RD,BURGLARY  COLD,41.786573291936,-88.196825429428,Burglary from Mobile Vehicle,4894,-9818025.69638717,5129062.5792727
32154,2024006337,99C8,ASSIST STATE POLICE                                         ,2024-07-02,0900,2024-07-02,0913,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,4895,-9815862.21263869,5126030.30497946
32155,2024006437,23C,THEFT - SHOPLIFTING                                         ,2024-07-05,1628,2024-07-05,1628,2700-BLK of,W 75TH ST,THEFT IN PROGRE,41.747154302946,-88.201878205373,Theft,4896,-9818588.16883246,5123179.31158567
32157,2024006476,13B,DOMESTIC BATTERY                                            ,2024-07-06,2335,2024-07-06,2347,1400-BLK of,CONAN DOYLE RD,DOMESTIC  PHYSI,41.706115589212,-88.177638632852,Assault/Battery,4897,-9815889.83196237,5117058.13735817
32158,2024006304,99D8,INFORMATION FOR POLICE                                      ,2024-07-01,0000,2024-07-01,1514,1400-BLK of,MIDDLEBURG CT,INFORMATION FOR,41.768028587802,-88.113113242703,Non-Criminal Offenses,4898,-9808706.89838775,5126294.33962532
32160,2024006588,26B,USE OF CREDIT / DEBIT CARD WITH INTENT TO DEFRAUD           ,2024-06-24,0000,2024-07-10,1523,1300-BLK of,S ROUTE 59,FRAUD,41.745343338886,-88.205859315161,Theft,4899,-9819031.34394685,5122909.11277158
32161,2024006613,99K3,FOUND PROPERTY                                              ,2024-07-11,1118,2024-07-11,1118,1200-BLK of,SANDPIPER LN,PROPERTY LOST O,41.750500376579,-88.132424431092,Non-Criminal Offenses,4900,-9810856.61004582,5123678.57132294
32162,2024006640,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-07-12,0002,2024-07-12,0912,2200-BLK of,SABLE OAKS DR,BURGLARY  COLD,41.722762703455,-88.212924542025,Non-Criminal Offenses,4901,-9819817.84140369,5119540.68457765
32163,2024006706,99G1,CITIZEN ASSIST                                              ,2024-07-13,2318,2024-07-13,2318,1600-BLK of,BROOKDALE RD,MISSING PERSON,41.784255735971,-88.19282799422,Non-Criminal Offenses,4902,-9817580.70393533,5128716.58496623
32164,2024006713,99G1,CITIZEN ASSIST                                              ,2024-07-14,1158,2024-07-14,1158,1100-BLK of,CRESTHAVEN LN,UNWANTED SUBJEC,41.693009729294,-88.169883779958,Non-Criminal Offenses,4903,-9815026.56568704,5115104.14173685
32165,2024006650,290,CRIMINAL DAMAGE TO PROPERTY                                 ,2024-07-12,1143,2024-07-12,1143,2100-BLK of,95TH ST,CRIMINAL DAMAGE,41.709920085701,-88.189250684852,Criminal Damage and Trespass,4904,-9817182.47967808,5117625.43680337
32166,2024006861,99K2,LOST PROPERTY                                               ,2024-07-05,0000,2024-07-18,1158,1900-BLK of,W JEFFERSON AV,PROPERTY LOST O,41.770102238176,-88.204061616307,Non-Criminal Offenses,4905,-9818831.22502582,5126603.84168529
32167,2024006777,99C8,ASSIST STATE POLICE                                         ,2024-07-16,0900,2024-07-16,0954,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,4906,-9815862.21263869,5126030.30497946
32169,2024006799,99I2,DOMESTIC TROUBLE                                            ,2024-07-16,1619,2024-07-16,1619,200-BLK of,N WEST ST,DOMESTIC DELAYE,41.778229134366,-88.157195207424,Non-Criminal Offenses,4907,-9813614.08025366,5127816.91557133
32170,2024006799,13B,DOMESTIC BATTERY                                            ,2024-07-16,1619,2024-07-16,1619,200-BLK of,N WEST ST,DOMESTIC DELAYE,41.778229134366,-88.157195207424,Assault/Battery,4908,-9813614.08025366,5127816.91557133
32171,2024006905,99I8,UNWANTED SUBJECT                                            ,2024-07-19,1459,2024-07-19,1459,1500-BLK of,NAPERVILLE WHEATON RD,DOMESTIC  VERBA,41.797464125612,-88.121430249343,Non-Criminal Offenses,4909,-9809632.74333184,5130688.66931072
32173,2024006952,23C,THEFT - SHOPLIFTING                                         ,2024-07-19,1745,2024-07-20,1930,2600-BLK of,W 75TH ST,THEFT,41.747185999883,-88.198999179087,Theft,4910,-9818267.67709232,5123184.04088864
32176,2024006895,99F9,CHECK FOR WELL BEING                                        ,2024-07-19,1151,2024-07-19,1151,1900-BLK of,STANFORD DR,WELL BEING CHEC,41.732564244711,-88.107286718237,Non-Criminal Offenses,4911,-9808058.2926511,5121002.66751144
32179,2024006949,99D8,INFORMATION FOR POLICE                                      ,2024-07-20,1612,2024-07-20,1612,1900-BLK of,BROOKDALE RD,WELL BEING CHEC,41.792061439809,-88.202288770744,Non-Criminal Offenses,4912,-9818633.87276049,5129881.96984988
